Trial noise_type coaxial_lum test_lum match_lum response_time match_initial grating_freq grating_contrast noise_freq rep view_count
0 global 1.0 0.5 0.482237170588 13.3775320053 0.502237170588 .2 0.1 9.0 0 8
1 none 1.0 0.5 0.511887765583 9.34235310555 0.581887765583 .2 0.1 0.0 1 5
2 global -1.0 0.5 0.580376670964 15.5950508118 0.500376670964 .2 0.1 1.0 0 9
3 global 1.0 0.5 0.510979844467 8.08724999428 0.410979844467 .2 0.1 1.73 2 5
4 global 1.0 0.5 0.523549343631 14.6742889881 0.573549343631 .2 0.1 1.73 4 9
5 global -1.0 0.5 0.60179973944 9.13438296318 0.45179973944 .2 0.1 1.0 3 5
6 global 1.0 0.5 0.514284818653 10.5312769413 0.584284818653 .2 0.1 1.0 4 6
7 global 1.0 0.5 0.484234875903 15.6742889881 0.484234875903 .2 0.1 3.0 2 8
8 none 1.0 0.5 0.506031330507 13.669839859 0.566031330507 .2 0.1 0.0 4 8
9 global 1.0 0.5 0.508962297198 10.0337159634 0.578962297198 .2 0.1 1.73 0 5
10 global -1.0 0.5 0.548397838044 7.70494103432 0.548397838044 .2 0.1 5.2 4 5
11 global -1.0 0.5 0.565500673911 13.8687319756 0.515500673911 .2 0.1 9.0 2 9
12 global -1.0 0.5 0.573280694159 16.6550309658 0.453280694159 .2 0.1 1.0 2 9
13 global 1.0 0.5 0.475082867687 8.95800805092 0.515082867687 .2 0.1 5.2 0 5
14 global -1.0 0.5 0.563820329605 8.17839002609 0.493820329605 .2 0.1 9.0 1 5
15 global -1.0 0.5 0.568382867602 8.88887095451 0.518382867602 .2 0.1 5.2 1 6
16 global 1.0 0.5 0.535603251831 9.30490207672 0.585603251831 .2 0.1 1.0 2 5
17 global -1.0 0.5 0.561090026415 8.18413209915 0.581090026415 .2 0.1 1.0 4 4
18 global -1.0 0.5 0.51919093485 14.311770916 0.59919093485 .2 0.1 1.73 3 7
19 none -1.0 0.5 0.557691645675 7.35480904579 0.547691645675 .2 0.1 0.0 2 4
20 global 1.0 0.5 0.505219313011 4.99988698959 0.505219313011 .2 0.1 0.58 3 3
21 global 1.0 0.5 0.442929474016 10.6646959782 0.592929474016 .2 0.1 3.0 0 7
22 global 1.0 0.5 0.487373054225 7.08922600746 0.587373054225 .2 0.1 1.0 3 4
23 global 1.0 0.5 0.477574062105 5.30082416534 0.527574062105 .2 0.1 0.58 2 3
24 global 1.0 0.5 0.46073790822 9.03586101532 0.40073790822 .2 0.1 5.2 3 6
25 global 1.0 0.5 0.480418558583 16.1424870491 0.400418558583 .2 0.1 5.2 2 10
