Trial noise_type coaxial_lum test_lum match_lum response_time match_initial grating_freq grating_contrast noise_freq rep view_count
0 none 1.0 0.5 0.493604346107 10.7077329159 0.443604346107 .8 0.1 0.0 4 7
1 global 1.0 0.5 0.450629595616 6.82282614708 0.400629595616 .8 0.1 1.73 8 4
2 global -1.0 0.5 0.536988713652 5.8905980587 0.586988713652 .8 0.1 1.0 1 3
3 none 1.0 0.5 0.5035617161 10.1735641956 0.4635617161 .8 0.1 0.0 8 7
4 global 1.0 0.5 0.46314007707 10.3268380165 0.44314007707 .8 0.1 5.2 8 5
5 global 1.0 0.5 0.48278259254 12.5967071056 0.45278259254 .8 0.1 1.73 0 7
6 global -1.0 0.5 0.517673390876 16.8077380657 0.597673390876 .8 0.1 9.0 0 12
7 global 1.0 0.5 0.502557807239 14.5172729492 0.512557807239 .8 0.1 5.2 2 9
8 global -1.0 0.5 0.508992409572 17.2233397961 0.458992409572 .8 0.1 3.0 2 10
9 global 1.0 0.5 0.521683400977 13.8607800007 0.421683400977 .8 0.1 1.0 1 9
10 global -1.0 0.5 0.550833413169 5.1561999321 0.450833413169 .8 0.1 9.0 8 3
11 global 1.0 0.5 0.467054627477 21.2555849552 0.447054627477 .8 0.1 3.0 5 15
12 global -1.0 0.5 0.481429609589 17.2971880436 0.471429609589 .8 0.1 1.73 8 10
13 global 1.0 0.5 0.506355341895 18.7213208675 0.546355341895 .8 0.1 0.58 4 11
14 global 1.0 0.5 0.503499200691 17.695789814 0.483499200691 .8 0.1 1.0 0 12
15 global 1.0 0.5 0.504870910673 10.7493710518 0.564870910673 .8 0.1 1.0 8 6
16 global 1.0 0.5 0.504726559651 16.8600311279 0.484726559651 .8 0.1 1.73 1 11
17 global -1.0 0.5 0.557786654032 14.2834310532 0.567786654032 .8 0.1 1.0 8 10
18 global 1.0 0.5 0.471969322723 5.51931810379 0.501969322723 .8 0.1 5.2 1 3
19 global -1.0 0.5 0.53658700775 20.2127540112 0.43658700775 .8 0.1 3.0 3 13
20 global -1.0 0.5 0.554287252299 9.48458790779 0.504287252299 .8 0.1 0.58 5 6
21 global -1.0 0.5 0.520544532276 13.5435938835 0.500544532276 .8 0.1 3.0 6 8
22 global 1.0 0.5 0.487729365447 16.1812949181 0.447729365447 .8 0.1 1.0 3 9
23 global -1.0 0.5 0.495281288279 12.1322388649 0.425281288279 .8 0.1 0.58 2 7
24 global -1.0 0.5 0.536880295188 12.6883571148 0.486880295188 .8 0.1 9.0 7 8
25 global 1.0 0.5 0.498672432811 12.0980241299 0.428672432811 .8 0.1 1.73 9 8
26 none 1.0 0.5 0.48410651552 8.50653505325 0.54410651552 .8 0.1 0.0 6 4
27 global 1.0 0.5 0.478408747971 12.0839672089 0.558408747971 .8 0.1 0.58 1 5
28 global -1.0 0.5 0.49635831809 11.5819098949 0.49635831809 .8 0.1 3.0 0 9
29 global -1.0 0.5 0.510890079843 7.28559303284 0.460890079843 .8 0.1 5.2 2 3
30 global 1.0 0.5 0.465562224861 14.0762999058 0.545562224861 .8 0.1 0.58 0 7
31 global -1.0 0.5 0.525925092217 10.970678091 0.535925092217 .8 0.1 1.0 2 7
32 global -1.0 0.5 0.531633176977 14.4734089375 0.451633176977 .8 0.1 1.73 4 9
33 none 1.0 0.5 0.487058468137 12.422533989 0.447058468137 .8 0.1 0.0 9 8
34 none 1.0 0.5 0.48813592372 11.510625124 0.44813592372 .8 0.1 0.0 2 7
35 global -1.0 0.5 0.491833679474 11.5185220242 0.581833679474 .8 0.1 0.58 1 6
36 global -1.0 0.5 0.499355984108 16.4490759373 0.439355984108 .8 0.1 1.0 6 11
37 none -1.0 0.5 0.524070279523 6.27053689957 0.504070279523 .8 0.1 0.0 9 4
38 global 1.0 0.5 0.495658321536 8.75685501099 0.515658321536 .8 0.1 1.0 4 5
39 global 1.0 0.5 0.502337796927 6.3207821846 0.542337796927 .8 0.1 5.2 0 3
40 global 1.0 0.5 0.499489920317 11.1971349716 0.589489920317 .8 0.1 3.0 2 7
41 global -1.0 0.5 0.513874753264 10.6799850464 0.503874753264 .8 0.1 0.58 6 5
42 global -1.0 0.5 0.532641608952 8.26461601257 0.442641608952 .8 0.1 9.0 1 4
