Trial noise_type coaxial_lum test_lum match_lum response_time match_initial grating_freq grating_contrast noise_freq rep view_count
0 global 1.0 0.5 0.4010237808 8.41746807098 0.4410237808 .8 0.1 3.0 8 4
1 global 1.0 0.5 0.412515350152 23.5621669292 0.472515350152 .8 0.1 3.0 6 9
2 global 1.0 0.5 0.356254418852 11.8142011166 0.556254418852 .8 0.1 0.58 1 5
3 global -1.0 0.5 0.541400555389 6.17488408089 0.501400555389 .8 0.1 9.0 4 3
4 global 1.0 0.5 0.51273362858 6.77754807472 0.59273362858 .8 0.1 9.0 7 3
5 global 1.0 0.5 0.44928251626 21.3106191158 0.57928251626 .8 0.1 3.0 7 9
6 global 1.0 0.5 0.392496980895 13.0326700211 0.412496980895 .8 0.1 1.0 8 6
7 global -1.0 0.5 0.667850368234 5.28414821625 0.567850368234 .8 0.1 0.58 7 2
8 global 1.0 0.5 0.398548796807 19.6008110046 0.478548796807 .8 0.1 1.73 6 9
9 none 1.0 0.5 0.506333793128 6.82447695732 0.426333793128 .8 0.1 0.0 7 3
10 global 1.0 0.5 0.656878529335 6.8617348671 0.406878529335 .8 0.1 0.58 5 3
11 none -1.0 0.5 0.4946342458 33.5260391235 0.5846342458 .8 0.1 0.0 8 9
12 global 1.0 0.5 0.622024359416 8.36909484863 0.572024359416 .8 0.1 1.0 4 4
13 global 1.0 0.5 0.332986504659 15.7663359642 0.582986504659 .8 0.1 1.0 6 8
14 global 1.0 0.5 0.466952602465 26.9025189877 0.426952602465 .8 0.1 5.2 1 11
15 global -1.0 0.5 0.456890815189 21.3692479134 0.566890815189 .8 0.1 1.73 1 9
16 global -1.0 0.5 0.632622392546 13.4564390182 0.512622392546 .8 0.1 0.58 4 6
17 global -1.0 0.5 0.527560116772 15.5730121136 0.437560116772 .8 0.1 5.2 2 7
18 none -1.0 0.5 0.54020852742 4.38360404968 0.49020852742 .8 0.1 0.0 9 2
19 none -1.0 0.5 0.540268713203 6.4556210041 0.560268713203 .8 0.1 0.0 5 3
20 global 1.0 0.5 0.614409380541 11.1777338982 0.424409380541 .8 0.1 1.0 3 4
21 global 1.0 0.5 0.49083161798 20.0621538162 0.52083161798 .8 0.1 5.2 5 10
22 none -1.0 0.5 0.536519199802 8.16146588326 0.506519199802 .8 0.1 0.0 0 4
23 global -1.0 0.5 0.511139099127 18.8880991936 0.461139099127 .8 0.1 5.2 9 7
24 none 1.0 0.5 0.521922056192 4.38511991501 0.571922056192 .8 0.1 0.0 2 2
25 none -1.0 0.5 0.540120859021 12.3566958904 0.500120859021 .8 0.1 0.0 7 6
26 global 1.0 0.5 0.660823477301 9.87575101852 0.510823477301 .8 0.1 1.0 0 5
27 global 1.0 0.5 0.404620116041 19.4290258884 0.574620116041 .8 0.1 0.58 6 8
28 none -1.0 0.5 0.539089923039 6.65632009506 0.579089923039 .8 0.1 0.0 2 3
29 global -1.0 0.5 0.421862244938 20.2281448841 0.431862244938 .8 0.1 1.73 0 9
30 global -1.0 0.5 0.552633712776 23.5625789165 0.502633712776 .8 0.1 1.73 4 11
31 global -1.0 0.5 0.504472287291 6.25590991974 0.464472287291 .8 0.1 5.2 0 3
32 global 1.0 0.5 0.463904300929 4.22495508194 0.413904300929 .8 0.1 3.0 0 2
33 global 1.0 0.5 0.300153480956 6.30014610291 0.500153480956 .8 0.1 0.58 0 2
34 global 1.0 0.5 0.496219275811 8.71150612831 0.466219275811 .8 0.1 5.2 8 4
35 global -1.0 0.5 0.537923259252 6.3029999733 0.487923259252 .8 0.1 9.0 1 4
36 global 1.0 0.5 0.466033475107 10.319685936 0.426033475107 .8 0.1 1.0 7 5
37 global 1.0 0.5 0.480954951007 9.86999201775 0.440954951007 .8 0.1 9.0 8 5
38 none 1.0 0.5 0.531903194681 6.8930439949 0.591903194681 .8 0.1 0.0 6 3
39 global 1.0 0.5 0.606564490841 20.3185539246 0.596564490841 .8 0.1 1.0 2 8
40 none -1.0 0.5 0.523214392517 6.3890080452 0.473214392517 .8 0.1 0.0 6 3
41 global -1.0 0.5 0.346994032619 8.54466104507 0.496994032619 .8 0.1 0.58 0 3
42 global -1.0 0.5 0.456900571137 23.142991066 0.556900571137 .8 0.1 9.0 2 9
43 global 1.0 0.5 0.467005988197 5.77434492111 0.567005988197 .8 0.1 0.58 8 3
44 global -1.0 0.5 0.489405367435 8.43899798393 0.459405367435 .8 0.1 5.2 3 4
45 global -1.0 0.5 0.652342935727 17.1029288769 0.472342935727 .8 0.1 1.0 4 5
