Trial noise_type coaxial_lum test_lum match_lum response_time match_initial grating_freq grating_contrast noise_freq rep view_count
57 none -1.0 0.5 0.590750002716 14.7204840183 0.520750002716 .4 0.1 0.0 2 9
58 none -1.0 0.5 0.56707330547 9.97568392754 0.59707330547 .4 0.1 0.0 1 6
59 global -1.0 0.5 0.487976149606 11.2256808281 0.587976149606 .4 0.1 1.73 4 6
60 global -1.0 0.5 0.513088410642 6.43749785423 0.463088410642 .4 0.1 5.2 1 3
61 none 1.0 0.5 0.499066016678 10.9819250107 0.499066016678 .4 0.1 0.0 4 6
62 global 1.0 0.5 0.446719817701 16.294962883 0.586719817701 .4 0.1 1.0 1 9
63 global -1.0 0.5 0.558517757915 10.509884119 0.408517757915 .4 0.1 1.73 1 7
64 global 1.0 0.5 0.528099502409 18.3442480564 0.498099502409 .4 0.1 5.2 2 10
65 global 1.0 0.5 0.47583182188 13.5512731075 0.47583182188 .4 0.1 0.58 2 8
66 global -1.0 0.5 0.573829898271 14.1016299725 0.453829898271 .4 0.1 1.0 4 8
67 global -1.0 0.5 0.513539003677 14.1287839413 0.403539003677 .4 0.1 1.0 1 7
68 none -1.0 0.5 0.590863555914 11.642343998 0.450863555914 .4 0.1 0.0 4 7
69 global -1.0 0.5 0.567695721726 10.069070816 0.497695721726 .4 0.1 1.0 3 5
