Trial noise_type coaxial_lum test_lum match_lum response_time match_initial grating_freq grating_contrast noise_freq rep view_count
0 global -1.0 0.5 0.508529373137 19.7947850227 0.538529373137 .2 0.1 3.0 1 8
1 global -1.0 0.5 0.528787174392 14.5821380615 0.458787174392 .2 0.1 9.0 1 6
2 global 1.0 0.5 0.49841855493 15.2217590809 0.59841855493 .2 0.1 0.58 1 7
3 global -1.0 0.5 0.5066696514 17.7600190639 0.5066696514 .2 0.1 1.73 4 8
4 global 1.0 0.5 0.477268028517 8.90926504135 0.487268028517 .2 0.1 9.0 1 4
5 none 1.0 0.5 0.509946504163 10.5625369549 0.599946504163 .2 0.1 0.0 3 5
6 global 1.0 0.5 0.516878701364 38.3752701283 0.556878701364 .2 0.1 1.73 1 19
7 global 1.0 0.5 0.481958602572 9.82152795792 0.571958602572 .2 0.1 9.0 4 4
8 none -1.0 0.5 0.550523263271 44.464195013 0.400523263271 .2 0.1 0.0 3 10
9 global 1.0 0.5 0.482238292486 14.371835947 0.522238292486 .2 0.1 1.0 3 6
10 global 1.0 0.5 0.473877707053 11.4106149673 0.413877707053 .2 0.1 5.2 1 5
11 global 1.0 0.5 0.526951283123 19.5313930511 0.506951283123 .2 0.1 3.0 2 9
12 global 1.0 0.5 0.483768011838 20.9303810596 0.573768011838 .2 0.1 1.0 0 9
13 global -1.0 0.5 0.530999507155 11.6571362019 0.470999507155 .2 0.1 9.0 3 5
14 none 1.0 0.5 0.491781283394 21.6049909592 0.431781283394 .2 0.1 0.0 0 10
15 global -1.0 0.5 0.59443552392 15.5768399239 0.53443552392 .2 0.1 0.58 4 7
16 global -1.0 0.5 0.547840962006 11.9047379494 0.517840962006 .2 0.1 5.2 2 6
17 global -1.0 0.5 0.541441360686 20.2877819538 0.511441360686 .2 0.1 0.58 2 9
18 global 1.0 0.5 0.527292846273 17.8785338402 0.477292846273 .2 0.1 1.73 3 8
19 global -1.0 0.5 0.553736463039 6.91854500771 0.423736463039 .2 0.1 9.0 4 3
20 global 1.0 0.5 0.494350645521 18.2193059921 0.594350645521 .2 0.1 1.0 1 8
21 global 1.0 0.5 0.491170708349 8.65018081665 0.551170708349 .2 0.1 1.0 2 4
22 global -1.0 0.5 0.53510632452 19.5547890663 0.59510632452 .2 0.1 5.2 4 8
23 global -1.0 0.5 0.57346903556 23.4694700241 0.55346903556 .2 0.1 1.0 0 12
24 global 1.0 0.5 0.505738097446 38.1975359917 0.435738097446 .2 0.1 3.0 3 15
25 none 1.0 0.5 0.502467832775 9.44902896881 0.562467832775 .2 0.1 0.0 4 4
26 none -1.0 0.5 0.545844631358 10.9823820591 0.555844631358 .2 0.1 0.0 1 5
27 global -1.0 0.5 0.485897942833 29.5379939079 0.545897942833 .2 0.1 1.73 0 15
28 global 1.0 0.5 0.470609233411 15.1598310471 0.530609233411 .2 0.1 5.2 0 7
29 none -1.0 0.5 0.53246198297 8.85406684875 0.59246198297 .2 0.1 0.0 4 4
30 global 1.0 0.5 0.597407958518 15.5919559002 0.537407958518 .2 0.1 1.73 0 7
31 global 1.0 0.5 0.529448459407 17.0029079914 0.549448459407 .2 0.1 3.0 0 8
32 global -1.0 0.5 0.576320576795 15.4349889755 0.566320576795 .2 0.1 1.0 3 6
33 global 1.0 0.5 0.54804403833 15.4797811508 0.55804403833 .2 0.1 3.0 1 6
34 global -1.0 0.5 0.561218990808 13.3943738937 0.501218990808 .2 0.1 3.0 3 7
35 global -1.0 0.5 0.553133233653 14.6330749989 0.533133233653 .2 0.1 5.2 1 6
36 global 1.0 0.5 0.564928424126 16.2405781746 0.514928424126 .2 0.1 3.0 4 8
37 global 1.0 0.5 0.462636825546 12.6478950977 0.442636825546 .2 0.1 0.58 3 6
38 global -1.0 0.5 0.538166060716 17.2260711193 0.518166060716 .2 0.1 5.2 0 9
39 none 1.0 0.5 0.486557227254 12.3503410816 0.546557227254 .2 0.1 0.0 2 6
40 global -1.0 0.5 0.551929557809 10.873142004 0.491929557809 .2 0.1 0.58 1 6
41 global 1.0 0.5 0.471231833969 15.6146860123 0.571231833969 .2 0.1 1.0 4 7
